holed_1,holed_2,holed_3,holed_4,holed_5,holed_6,holed_7,holed_8,holed_9,holed_10,holed_11,holed_12,holed_13,holed_14,holed_15,holed_16,holed_17,holed_18,holed_19,holed_20,holed_21,holed_22,holed_23,holed_24,holed_25,holed_26,holed_27,holed_28,holed_29,holed_30,holed_31,holed_32,holed_33,holed_34,holed_35,holed_36,holed_37,holed_38,holed_39,holed_40,holed_41,holed_42,holed_43,holed_44,holed_45,holed_46,holed_47,holed_48,holed_49,holed_50
623.0,418.0,30.0,1.0,232.3169,91.0,119.0,541.0,368.0,760.66266,142.0,590.0,60.0,1337.321,151.0,113.0,167.0,249.0,32.0,945.0,113.0,38.0,156.0,1094.0,0.0,82.0,226.0,16.0,26.0,565.0,96.0,57.153614,44.0,158.0,201.0,0.0,72.167114,55.04247,55.0,389.0,210.13243,6.0,55.0,871.0,794.0,159.39949,433.0,10.0,32.0,0.0
986.0,886.0,28.0,32.0,236.11276,88.0,81.0,566.0,411.0,733.0,135.0,531.0,74.0,1173.0,151.0,67.0,141.0,509.0,46.0,872.0,106.0,35.0,157.0,1188.2241,0.0,29.0,227.0,18.0,40.0,547.0,74.0,56.68804,13.0,127.0,230.0,1.0,83.0,51.0,72.169815,266.0,147.0,0.0,30.0,441.0,684.0,175.0,352.0,2.0,41.0,0.0
827.0,674.4722,16.0,49.0,240.36371,76.0,99.0,452.0,375.0,974.0,137.0,610.0,29.0,1249.5975,155.0,78.0,126.0,1078.0,29.0,906.0,116.0,37.423935,150.0,1284.0,0.0,123.0,226.0,20.0,96.0,418.0,93.0,56.25077,3.0,132.0,223.0,3.0,47.0,53.0,45.0,68.0,141.0,7.0,60.0,1054.0,708.0,138.0,275.0,37.0,38.0,0.0
665.0,556.0,36.0,67.08227,244.26552,109.0,95.7271,412.0,349.0,698.0,154.0,670.0,162.0,1345.0,165.0,134.0,68.0,653.26483,32.956276,1025.0,109.57938,36.0,132.0,1269.0,0.0,34.0,226.0,17.0,39.0,418.0,86.0,55.868713,2.0,147.0,219.0,0.0,78.0,52.0,46.0,54.0,208.0,50.0,67.0,917.0,683.0,136.0,305.0,0.0,92.0,0.0
739.0,522.0,13.0,168.0,248.16731,90.0,74.0,367.0,275.0,831.0,128.0,668.0,63.0,866.0,162.0,60.0,108.0,439.0,23.0,1004.0,103.40883,20.0,117.0,1385.0,0.0,86.0,226.0,17.0,30.0,393.0,67.0,55.48666,2.0,110.0,270.0,10.0,63.0,66.0,42.0,59.0,196.0,37.0,381.0,761.0,715.0,133.0,287.0,37.0,37.0,0.0
808.0,737.0,24.0,222.0,252.06906,109.0,93.0,398.2098,258.0,996.0,137.0,620.0,55.0,811.0,159.0,103.0,822.0,514.22076,34.0,1249.0,69.0,50.0,130.0,1047.0,0.0,47.0,227.0,16.0,23.045305,415.0,90.0,55.10459,1.0,132.0,246.0,156.0,43.0,61.0,270.0,78.0,192.0,63.0,184.0,625.0,561.0,147.0,298.6532,8.0,27.0,0.0
1181.0,486.0,24.0,226.0,255.97086,64.0,144.0,412.0,253.0,786.0,135.0,573.0,67.0,914.0,164.0,122.0,1811.0,1277.0,23.0,1044.0,110.0,57.0,132.0,520.0,0.0,83.0,230.0,18.0,21.0,399.0,66.0,54.722538,1.0,185.0,268.0,753.0,79.0,65.0,243.0,35.0,174.0,8.0,176.34662,696.0,711.0,148.0,276.0,44.0,41.0,0.0
939.0,405.96933,20.0,220.0,259.87268,87.0,112.0,407.0,272.9219,1100.0,100.0,606.0,54.0,836.0,201.0,71.0,2111.0,299.0,34.0,1329.0,258.0,39.0,167.0,453.0,0.0,65.0,215.0,16.0,33.0,311.0,126.0,54.340477,4.0,77.0,253.0,925.0,52.0,58.0,180.0,47.0,177.0,1.0,206.0,727.0,587.0,139.92986,278.0,8.75937,34.0,0.0
968.0,218.0,17.0,605.0,263.77448,108.0,117.0,389.0,295.0,1223.0,106.0,606.0,128.0,801.0,183.0,121.0,2111.0,806.0,30.0,1626.0,266.0,32.0,153.0,910.0,0.0,187.0,265.0,15.0,65.0,349.0,85.0,53.958416,69.0,174.0,253.0,1001.0,85.0,61.0,205.0,20.0,111.0,532.0,114.0,685.0,534.0,133.912,276.0,35.435097,61.0,0.0
679.0,300.0,17.0,859.0,267.67624,79.0,152.17374,515.0,248.0,1464.0,185.0,640.0,56.0,1031.0,186.0,115.0,1977.8566,262.0,173.0,1122.0,229.0,54.0,142.0,469.0,0.0,110.0,339.0,15.0,32.0,437.0,102.0,53.576363,57.0,142.0,250.0,1001.0,93.0,59.0,180.0,55.0,248.0,0.0,127.0,881.0,910.0,122.0,323.31186,6.0,227.0,0.0
1754.0,307.0,24.0,601.0,271.578,73.0,185.0,560.0,228.0,1058.0,170.0,607.0,83.0,1059.0,168.0,121.0,1966.0,1384.0,180.0,785.0,153.0,39.0,104.0,878.0,0.0,123.0,262.0,17.0,39.0,316.0,88.0,53.1943,63.0,91.0,262.0,326.0,94.0,58.0,336.0,29.0,183.0,0.0,105.0,819.0,1186.0,140.0,370.0,44.0,31.0,0.0
1482.0,480.0,21.0,214.0,275.4798,75.0,218.07336,743.0,104.0,1126.0,164.0,589.0,58.0,850.0,207.0,90.0,1936.0,281.0,27.0,866.3612,182.0,27.0,125.0,1184.0,0.0,84.0,231.0,18.0,185.0,524.0,272.0,52.812244,40.0,99.0,248.0,42.0,94.0,54.0,234.0,58.0,127.0,13.0,57.0,772.0,748.0,137.0,378.8779,88.0,44.0,0.0
1770.0,607.0,18.0,205.0,279.38156,111.0,260.0,953.0,295.0,1142.0,165.0,530.0,106.0,1146.0,110.0,146.0,2105.0,411.0,49.0,884.78546,217.0,37.0,119.0,974.0,0.0,94.0,225.0,18.0,384.0,363.0,202.0,52.430183,40.0,164.0,292.0,29.0,109.0,56.0,96.0,55.0,104.0,414.0,69.0,828.0,632.0,134.0,376.0,17.0,40.0,0.0
753.0,509.0,18.0,0.0,283.28336,116.0,144.0,553.0,307.0,1038.0,135.0,622.0,406.0,1088.0,100.0,110.0,282.0,796.0,55.0,951.05304,251.0,44.0,116.0,1316.0,0.0,128.2569,213.0,21.371899,180.0,373.0,105.0,52.04813,6.0,107.0,263.0,0.0,172.0,59.0,138.0,53.0,89.0,72.0,54.0,1117.0,1152.0,134.0,520.0,70.0,37.0,0.0
878.0,485.0,14.0,0.0,287.18512,76.0,208.0,630.0,236.0,1353.0,119.0,555.0,101.0,1148.0,108.0,148.0,1245.0,374.0,31.0,971.0,269.0,33.0,106.0,1321.0,0.0,152.0,207.0,21.824907,144.0,403.0,88.0,51.666065,1.0,160.0,320.3624,1.785815,402.0,58.0,49.0,38.0,90.0,0.0,105.0,1177.0,1146.0,184.0,638.0,5.0,46.0,0.0
652.0,518.0,15.0,0.0,291.0869,68.0,205.0,614.0,156.0,1290.0,128.0,599.0,154.83447,1066.0,86.0,167.0,660.0,347.0,36.0,1190.0,215.0,14.0,150.0,1173.2084,0.0,209.0,217.76035,19.0,180.0,496.0,134.0,51.284008,1.0,67.0,384.0,0.0,210.0,55.0,34.264942,54.0,78.0,1.0,143.0,1107.0,468.0,176.0,649.0,9.0,75.0,0.0
807.0,865.0,16.0,0.0,294.98874,76.0,158.0,1366.0,62.0,935.0,104.0,863.0,184.0,1079.0,125.0,125.0,376.0,1228.0,62.0,1545.0,242.0,20.0,150.0,1132.0,0.0,375.0,223.0,19.0,347.0,611.0,121.0,50.901947,5.0,151.0,387.0,0.0,145.0,57.0,53.0,63.0,93.0,2.0,278.0,1086.0,641.0,160.0,513.15,78.0,36.0,0.0
935.0,430.0,20.0,0.0,298.8905,133.0,150.0,450.0,159.0,507.0,106.166794,584.0,220.71758,1071.0,132.0,171.0,773.0,437.0,31.0,794.0,238.0,36.0,169.0,1156.0,0.0,82.0,199.0,21.0,44.0,720.0,148.0,50.519886,1.0,143.0,309.0,1.785815,115.0,69.0,229.0,51.0,103.0,0.0,113.0,1202.0,630.0,163.0,384.0,10.0,33.0,0.0
1230.0,1293.0,28.0,0.0,302.79224,150.0,159.0,521.0,102.0,483.0,106.35479,510.0,272.0,1065.0,173.0,286.0,1495.0,482.0,45.0,1053.6002,200.0,38.0,118.0,1072.0,0.0,102.0,213.0,23.0,45.0,753.0,163.0,50.137833,1.0,75.0,335.0,1.785815,96.0,64.0,143.40111,37.0,97.0,6.0,113.0,1056.0,513.0,156.0,403.12378,59.0,36.0,0.0
1017.0,936.0,19.0,0.0,306.69403,221.0,82.0,417.0,132.0,490.0,104.33635,457.0,172.0,1012.0,164.807,216.0,2303.0,970.0,50.0,1387.0,256.0,30.0,116.0,774.0,0.0,150.0,214.0,19.0,104.0,758.0,288.0,49.75577,1.0,168.0,335.0,0.0,90.0,60.534687,198.0,196.0,265.0,61.0,19.0,918.0,623.0,156.0,409.38266,49.0,33.0,0.0
1163.0,744.0,15.0,0.0,310.5958,164.0,83.0,348.0,82.0,508.0,103.996666,468.47467,151.69815,903.0,162.09657,173.0,1303.0,154.0,29.0,1086.0,155.0,15.0,125.278625,387.0,0.0,98.0,224.0,21.392796,63.0,678.0,124.0,49.37371,48.0,157.0,267.0,1.785815,93.0,52.0,226.0,228.0,253.0,2.0,33.0,1016.0,552.0,155.0,400.0,78.0,38.0,0.0
1472.0,741.0,18.372343,0.0,314.49762,89.0,82.0,939.0,59.0,459.0,104.38786,440.0,141.0,865.0,149.0,150.0,1534.0,907.0,92.0,851.0,143.0,57.0,127.0,383.0,0.0,143.0,210.0,17.0,34.0,938.0,126.71292,48.991657,82.0,128.66806,269.0,0.0,82.71668,56.0,58.0,85.0,243.0,37.0,97.0,925.0,544.0,153.0,395.0,22.0,27.0,0.0
826.0,827.0,14.0,0.0,318.39935,64.0,248.0,1400.0,57.0,483.0,102.2185,537.0,71.0,851.0,154.0,119.0,1488.0,859.0,31.0,972.0,78.0,53.0,128.0,393.0,0.0,120.0,223.0,21.0,101.0,390.0,112.91574,48.609592,70.0,101.0,239.0,0.0,86.0,56.0,109.0,162.0,184.24158,316.0,83.0,793.0,624.0,152.0,366.0,33.465733,53.0,0.0
767.89185,431.0,24.0,0.8155217,322.30118,77.0,225.0,990.0,77.0,284.0,102.87132,516.0,133.42165,713.0,130.0,83.0,792.0,779.4459,35.0,1051.0,107.0,37.0,159.0,375.0,0.0,178.0,216.0,19.0,65.0,227.0,80.0,48.227535,69.0,139.0,259.0,0.0,54.0,57.0,157.0,408.0,115.0,5.0,80.0,983.0,595.0,153.0,430.0,33.0,52.0,0.0
720.7511,441.0,16.0,0.0,326.20294,80.0,169.0,433.0,87.0,279.0,105.62434,521.0,167.60799,669.0,174.0,73.0,449.0,746.9828,56.0,974.0,112.0,43.0,163.0,373.0,0.0,87.0,224.0,20.0,92.0,470.0,106.0,47.845478,61.0,124.0,275.0,0.0,92.0,57.0,82.0,467.0,101.0,6.0,94.0,752.0,746.0,139.0,456.0,52.0,24.0,0.0
579.0,437.0,19.0,0.0,330.10474,82.0,122.0,530.1219,92.0,423.7875,99.0,495.0,253.0,671.0,168.0,60.0,682.69696,743.0,30.0,1247.0,147.0,43.0,174.0,378.0,0.0,231.0,210.0,18.0,51.0,473.0,70.0,47.46342,0.0,206.0,272.0,0.0,79.0,56.0,64.0,231.43715,113.0,58.0,106.0,1047.0,866.0,142.0,466.0,78.0,33.8517,0.0
799.0,462.0,19.0,0.0,334.0065,74.0,127.0,431.0,95.0,323.0,108.0,557.0,87.0,709.0,173.0,140.0,578.0,738.8166,58.0,1107.3466,129.0,54.0,114.0,436.0,0.0,187.0,223.0,21.0,117.0,471.0,247.0,47.08136,0.0,143.98758,254.0,0.0,70.0,52.0,71.0,95.0,242.0,0.0,90.0,952.0,800.0,147.0,500.0,34.0,33.743362,0.0
527.0,352.0,17.0,0.0,337.90826,75.0,170.77776,689.0,89.0,271.0,104.0,486.0,86.0,582.0,136.0,109.0,1435.0,866.0,36.0,1017.0,139.0,47.0,108.0,392.0,0.0,212.0,218.0,21.0,215.0,531.0,164.0,46.699303,0.0,102.0,246.0,0.0,85.10795,54.0,86.0,66.0,263.0,2.027051,148.0,878.0,733.7197,146.0,539.0,16.0,35.485737,0.0
417.0,437.0,22.0,0.0,341.8101,88.0,216.0,433.0,352.0,260.0,100.0,603.0,104.0,821.0,186.0,106.0,1990.0,460.0,48.0,1188.0,124.0,48.0,146.0,349.0,0.0,239.0,224.0,20.0,104.0,735.0,141.0,46.317238,7.0,143.0,228.0,5.0,95.0,55.0,64.0,72.0,247.0471,0.0,153.0,1389.0,678.39124,136.0,681.0,43.828945,39.69909,0.0
669.0,520.0,18.0,0.0,345.71185,309.0,243.0,497.0,466.0,971.0,89.0,602.4952,189.0,806.0,182.0,124.0,1682.0,581.0541,35.0,1263.0,148.0,47.0,121.0,345.0,0.0,176.0,213.0,23.0,64.0,467.0,145.0,45.93518,27.0,144.63171,242.0,17.0,99.0,57.0,344.0,67.0,236.0,88.0,137.0,1418.0,598.0,177.0,694.0,7.0,41.369556,0.0
951.0,743.0,15.0,0.0,349.61368,89.0,230.0,504.0,429.0,1638.0,98.0,569.497,103.0,860.0,182.0,146.0,1639.0,538.0,47.0,1301.0,131.0,53.0,118.0,369.0,0.0,256.0,224.0,22.0,79.0,327.0,225.0,45.55313,48.0,144.4365,231.0,46.0,103.0,54.0,265.4454,79.0,248.0,24.0,157.0,1481.0,595.0,146.0,816.0,72.0,43.80398,0.0
536.0,604.0,24.0,0.0,353.5154,103.0,172.0,470.0,460.0,803.0,97.0,567.0,91.0,841.0,180.0,148.0,1165.0,1158.0,29.0,1171.0,159.19275,120.0,157.0,1362.0,0.0,517.0,212.0,18.0,92.0,513.339,300.0,45.171062,53.0,147.0,244.0,0.0,115.0,49.0,215.0,95.0,241.0,7.0,163.0,1674.0,948.0,131.0,917.0,65.477356,48.50035,0.0
381.0,308.0,17.0,0.0,354.0141,141.0,171.0,1132.0,285.0,447.0,73.0,552.0,117.0,846.0,203.0,155.0,688.0,1079.0,59.0,1097.0,167.60902,73.0,153.51009,1295.0,0.0,763.0,358.0,16.0,136.0,736.0,386.0,45.03443,36.0,124.0,251.0,7.0,116.0,55.0,184.0,184.0,237.0,0.0,168.0,1555.0,778.0,159.0,1004.0,50.0,51.669605,0.0
997.0,628.0,19.0,2.0,356.1362,208.0,150.0,930.0,407.96494,377.0,211.0,526.0,91.0,824.0,199.0,161.0,1043.0,830.0,43.0,1127.0,186.0,82.0,162.0,1410.0,0.0,951.0,214.0,15.0,202.0,707.0,404.0,44.546234,41.0,133.0,243.0,62.0,122.0,60.0,355.0,357.0,213.0,11.0,114.0,1771.0,726.0,171.0,843.0,22.0,51.0,0.0
512.0,430.0,16.0,30.0,375.78406,219.0,107.0,1020.0,620.0,1038.0,186.0,558.0,117.0,901.0,200.0,134.0,1420.0,835.0,52.0,1137.0,405.0,91.0,154.0,1412.0,0.0,343.0,218.0,15.0,70.0,657.0,144.0,43.988358,54.0,126.0,258.0,664.0,131.0,56.0,297.0,103.0,204.0,32.0,117.0,1706.0,736.0,172.0,854.0,31.0,65.0,0.0
855.0,299.0,22.0,4.0,413.56738,176.09494,111.0,413.0,516.0,1797.0,140.0,592.0,96.0,982.0,210.0,181.0,338.0,435.0,56.406628,1106.0,406.0,79.0,125.0,1138.0,0.0,237.0,222.0,15.0,77.0,549.0,141.1443,43.85044,93.0,154.0,244.0,47.0,103.0,54.0,175.0,76.0,222.0,1.0,115.0,1637.0,650.0,162.0,522.0,56.0,42.0,0.0
675.0,327.0,16.0,4.0,433.24197,115.0,107.0,443.0,490.0,2048.0,122.0,601.0,91.0,1116.0,206.0,171.0,924.0,620.0,56.0,1263.0,278.0,92.0,114.0,1194.0,0.0,212.0,219.0,17.0,80.21488,484.0,118.0,44.59994,8.0,149.0,254.0,0.0,89.0,57.0,105.0,86.0,101.0,1.0,100.0,2120.0,651.0,330.0,592.0,34.0,40.0,0.0
334.0,242.0,24.0,2.0,410.8487,141.0,104.0,406.0,367.0,2023.0,105.0,1146.0,71.0,987.0,197.0,127.0,392.0,396.0,36.0,1274.0,154.0,71.0,98.0,1552.0,0.0,157.0,235.0,18.0,38.0,496.0,123.0,42.765644,3.0,136.0,256.0,0.0,91.0,66.0,78.0,80.0,101.0,18.0,155.0,1344.0,874.0,291.0,492.0,67.0,31.0,0.45358837
372.0,320.0,17.0,3.0,367.60904,156.0,139.0,439.0,286.0,1837.0,140.0,1409.0,105.0,938.35486,197.0,137.0,1045.0,234.0,35.0,1336.0,138.0,91.0,108.0,1388.0,0.0,218.0,185.0,22.0,59.0,486.0,107.0,43.278027,70.0,140.0,242.34502,0.0,83.0,59.0,47.0,77.0,102.0,170.0,449.0,1671.0,544.0,295.0,452.69357,304.0,37.0,0.45358837
548.0,311.0,24.0,4.0,364.46213,167.0,111.0,409.0,297.0,1612.0,118.0,1306.0,48.0,930.0,190.0,133.0,71.0,1218.0,53.0,1188.0,130.0,54.0,119.0,1245.0,0.0,134.0,539.0,19.0,33.0,496.0,67.0,43.08272,86.0,130.0,242.70302,0.0,65.0,58.0,45.0,50.0,101.0,46.0,388.0,1279.0,583.0,163.0,486.0,324.0,41.152027,0.0
653.0,188.0,15.0,3.0,387.3635,88.0,120.70299,434.2729,293.0,597.0,128.0,942.0,72.0,890.0,162.0,117.0,175.0,332.0,30.0,1620.0,126.0,46.0,163.0,626.0,0.0,121.0,393.0,16.0,31.0,448.0,110.0,42.206406,56.0,142.0,230.0,0.0,458.0,58.0,68.0,74.699554,104.0,114.0,364.0,1018.0,659.0,138.0,415.0,82.0,40.29808,0.0
480.0,201.0,18.811394,8.091289,395.0,86.0,126.0,424.0,300.53717,542.0,129.0,660.0,62.0,882.0,147.15666,85.0,253.0,350.0,47.0,1621.0,102.0,48.16872,168.0,735.0,0.0,126.0,396.0,18.0,32.0,421.88733,93.0,39.0,45.0,130.0,240.0,0.0,453.38315,59.0,56.589832,57.0,92.0,189.0,254.0,1100.0,670.0,131.0,303.0,15.0,39.0,0.0
577.9679,208.0,18.45481,9.613169,144.0,65.0,125.0,437.0,295.0,936.0,103.0,592.0,61.39716,883.0,122.0,113.0,69.0,755.0,38.0,1652.0,95.0,47.0,97.0,1361.0,0.0,109.0,320.0,18.0,71.0,393.0,85.0,53.0,6.0,126.0,242.69049,0.0,366.63367,59.0,57.0,165.0,95.0,0.0,74.0,1047.0,693.0,142.0,300.0,17.0,33.0,0.0
587.0,213.0,18.911533,4.0,330.56116,70.56396,129.0,505.0,306.0,1193.0,111.0,547.0,60.0,642.0,144.0,117.0,150.0,407.0,15.0,1551.0,99.98269,52.0,111.0,1445.0,0.0,115.0,243.0,17.0,54.0,271.0,113.0,27.0,0.0,137.0,224.0,1.785815,338.60834,56.0,49.0,565.0,105.01872,0.0,71.0,1018.0,685.0,137.04199,289.0,3.909478,39.0,0.0
732.0,290.0,18.736717,9.189983,771.0,74.0,111.0,466.0,351.0,796.0,112.0,614.0,54.0,822.0,124.0,92.0,123.0,571.0,56.0,1695.0,111.024376,56.0,138.0,1264.0,0.0,94.0,226.0,15.0,47.0,423.0,85.0,52.0,0.0,145.97186,229.0,14.651636,302.46732,54.0,63.0,455.98035,101.0,0.0,66.0,1083.0,670.0,135.0,284.0,32.08749,32.0,0.0
692.0,869.0,19.171814,11.786326,1496.0,60.0,109.0,585.0,349.0,429.0,107.0,528.0,50.0,821.0,95.0,100.0,77.0,678.0,23.0,1552.0385,114.0,43.0,151.0,932.0,0.0,26.0,219.0,18.0,33.0,497.0,90.0,54.0,0.0,155.0,423.0,1.0,253.2171,57.0,56.0,359.0,319.0,1.0,79.01193,1075.0,584.0,148.0,277.0,25.0,41.0,0.0
1018.0,857.0,18.968987,2.8354828,1586.0,67.0,124.0,519.0,355.0,456.0,122.0,621.0,53.0,811.0,121.0,86.0,103.0,627.2928,38.0,1508.0,133.0,38.0,143.0,1050.0,0.0,84.0,224.0,18.0,28.0,504.0,100.0,50.0,5.0,135.0,327.0,12.0,232.82838,52.0,51.0,323.14117,328.0,4.0,87.132034,971.0,598.9471,124.0,275.0,0.0,23.0,0.0
769.0,871.785,19.304241,15.0,1430.0,65.0,107.0,570.4671,374.0,472.0,117.0,614.4183,53.0,789.7959,122.0,90.59699,121.0,983.0,41.0,1353.7725,123.0,36.0,137.0,1208.0,0.0,40.0,222.0,14.0,20.0,459.0,177.0,54.03613,165.0,96.0,302.2698,0.0,168.32745,55.0,69.0,274.0,301.0,203.0,61.0,1031.0,596.0,144.0,280.2312,75.0,50.0,0.0
781.0,1118.0,19.687962,10.0,1279.0,60.0,122.0,548.61487,369.0,947.0,119.0,620.99866,61.0,838.38,102.0,93.84567,122.0,299.0,29.0,1247.0869,97.0,37.0,161.0,1123.0,0.0,73.0,225.0,14.0,31.0,461.0,110.0,60.0,47.0,160.0,274.72662,0.0,147.79663,55.0,51.0,231.0,274.0,119.0,63.0,1098.0,666.0,135.0,286.0752,5.0,34.0,0.0
918.0,469.0,19.875898,11.0,1145.0,54.0,96.0,563.0,371.0,1307.0,106.0,623.0717,42.0,732.0,102.0,93.0,117.0,702.0,49.0,1107.0,99.0,29.0,102.0,1183.0,0.0,122.0,219.0,14.0,113.0,495.0,78.0,28.0,20.629845,96.0,251.0,6.0,104.38691,60.11354,57.0,193.0,220.0,2.0,48.0,986.0,567.0,136.0,284.0,2.0,47.0,0.0
690.0,384.0,20.20333,7.0,374.0,47.0,141.0,556.0,334.0,1622.0,96.0,619.0,50.0,847.0,112.0,89.0,112.0,1116.0,25.0,1133.0,96.0,37.0,118.0,1259.0,0.0,73.0,225.0,18.0,64.0,482.0,68.0,55.0,0.0,165.0,216.0,561.0,49.0,61.885952,46.0,108.0,228.0,2.0,42.843143,1152.0,649.0,130.0,284.0,73.0,21.0,0.0
1133.0,564.0,20.41418,15.0,722.0,57.0,157.0,402.0,289.0,1131.0,102.0,672.0,34.0,677.0,149.0,96.0,50.0,437.0,47.0,1271.0,103.0,36.0,137.90881,1213.0,0.0,108.0,227.0,15.0,39.0,500.0,105.0,53.0,1.0,128.0,305.0,118.0,96.0,64.07376,46.0,91.0,211.0,39.0,64.0,1146.0,443.0,137.0,284.0,92.0,35.554924,0.0
742.0,305.0,20.62503,19.0,946.0,63.0,139.0,314.0,214.0,1675.0,105.0,682.0,52.0,847.0,156.0,104.0,136.0,856.0,39.0,1047.0,112.0,19.0,153.70766,507.0,0.0,81.0,225.0,14.0,48.0,447.0,94.396835,88.0,21.0,114.0,294.81024,371.0,73.0,65.981995,137.57289,83.0,93.0,188.0,330.0,1096.0,470.0,128.0,282.0,167.0,40.0,0.0
1028.0,779.0,20.83588,25.0,1054.0,60.0,110.0,402.0,200.0,1506.0,85.0,588.0,153.0,1070.0,138.0,97.0,946.0,505.0,29.0,1066.0,123.0,48.0,174.0,425.0,0.0,98.0,221.0,16.0,26.0,463.0,79.0,114.0,47.0,117.0,311.0,777.0,63.0,71.124146,274.0,189.0,86.50492,44.0,244.0,1123.0,440.0,131.71484,289.2844,16.0,26.0,0.0
1246.0,522.0,21.046728,20.0,975.0,55.0,202.0,389.0,218.0,607.0,96.0,548.0,178.0,2348.0,146.0,104.0,1878.0,384.0,50.0,1126.0,132.0,106.0,153.0,792.58185,0.0,44.0,214.0,18.0,33.0,459.0,98.0,174.0,5.0,144.0,298.0,1001.0,52.0,74.3322,240.0,139.0,93.17324,12.0,210.0,1205.0,663.0,131.0,286.0,138.0,46.0,0.0
1355.0,500.0,21.257578,120.0,225.0,139.0,237.0,324.0,285.0,457.0,87.0,624.0,121.0,1581.0,167.0,106.0,2111.0,1400.0,27.0,1144.0,121.0,67.0,142.0,1590.0,0.0,95.0,194.0,14.0,34.0,466.0,90.0,107.0,0.0,90.0,285.0,1001.0,129.0,74.01498,206.0,22.0,98.0,181.0,191.0,1427.0,483.0,102.0,271.0,10.0,77.0,0.0
627.0,435.0,21.46843,368.0,160.0,72.0,214.0,1506.0,296.0,1315.0,86.0,668.0,80.0,2049.0,152.0,96.327446,2111.0,427.0,37.0,1310.0,114.0,83.58825,102.0,1692.0,0.0,54.0,188.0,14.0,46.219532,464.0,94.0,51.0,0.0,135.0,325.0,1001.0,56.0,71.57581,227.0,66.0,110.0,89.0,163.0,1378.0,527.0,147.0,319.0,57.0,40.0,0.45358837
1071.0,430.0,21.679277,546.0,152.0,71.0,180.0,748.0,305.0,1389.2366,148.0,676.0,73.0,2333.0,149.0,81.0,2111.0,446.0,30.0,1310.3933,97.0,116.0,123.0,375.0,0.0,151.0,189.0,14.0,83.0,488.0,101.0,143.0,4.0,77.0,273.0,1001.0,136.0,75.0,187.0,78.0,89.0,9.0,107.0,1242.0,508.0,198.0,328.63986,6.0,40.0,0.0
906.0,429.0,21.89013,600.0,219.0,63.0,176.0,395.0,192.0,1767.0,151.0,675.0,69.0,2873.0,114.0,85.0,2111.0,901.0,34.0,1345.0,170.0,72.0,153.0,419.0,0.0,53.0,193.0,17.0,320.0,474.0,132.0,113.0,64.0,125.0,264.0,237.0,53.0,76.0,54.0,57.0,99.0,1.0,103.0,954.0,577.0,176.0,353.0,58.0,318.0,0.0
1043.0,693.0,22.100979,840.0,148.0,41.0,145.0,600.0,284.0,1597.0,110.0,673.0,55.0,1502.0,117.45886,73.0,2111.0,621.0,45.0,1310.0,220.0,72.0,144.94247,356.0,0.0,85.0,183.0,24.0,235.0,563.0,89.0,52.0,27.0,104.0,241.0,41.0,138.0,75.0031,39.0,69.0,92.0,18.0,86.0,1098.0,467.0,135.0,352.65463,14.0,82.0,0.0
664.0,737.0,22.311829,967.0,143.0,65.0,128.0,521.0,90.0,1675.0,102.0,665.0,68.0,1771.0,116.0,107.3877,2111.0,561.0,35.0,1324.0,265.95587,43.0,141.02263,308.0,0.0,49.0,190.0,21.0,167.14009,479.0,159.0,63.0,0.0,116.0,228.0,15.0,98.0,67.0,56.0,100.0,101.0,9.0,117.0,1038.0,508.28723,148.0,340.0,12.0,62.0,0.0
478.0,632.0,22.52268,1001.0,133.0,56.0,106.0,514.0,71.0,1524.0,170.00331,688.0,60.0,946.0,93.0,114.0,2111.0,666.0,33.0,1249.0,302.0,35.0,133.0,293.0,0.0,104.0,164.0,19.0,113.0,490.05634,79.0,72.0,10.277224,170.0,219.0,0.0,35.0,70.0,51.0,105.0,78.0,20.0,160.0,1028.9027,507.3453,147.0,436.0,44.0,48.0,0.0
965.0,791.0,22.733528,1001.0,127.0,46.0,133.0,513.0,66.0,1609.0,237.30855,666.0,74.0,1981.0,115.0,139.0,2111.0,551.0,48.0,1201.0,252.0,41.0,161.0,276.0,0.0,50.0,171.0,20.0,85.0,484.0,130.20198,50.0,0.0,163.0,214.0,1.785815,41.0,64.0,50.0,119.0,76.0,25.0,161.0,1037.0,540.0,123.0,462.0,25.0,55.32727,0.0
346.0,692.0,22.94438,1001.0,145.0,66.0,130.0,605.0,112.0,1300.0,339.0,677.0,69.0,1447.0,124.0,98.0,2111.0,677.0,19.0,1139.0,202.0,44.0,138.0,337.0,0.0,90.0,170.0,19.872128,85.0,527.0,75.0,56.0,0.0,193.0,227.0,0.0,71.0,179.0,52.500156,115.0,89.0,17.0,124.85596,799.0,462.0,167.08655,419.0,90.0,44.0,0.0
198.0,793.0,23.15523,1001.0,143.0,64.0,145.0,1260.0,312.0,941.0,482.0,906.0,60.0,1447.0,109.0,126.0,2111.0,789.0,92.0,1112.0,202.0,46.0,115.0,342.35226,0.0,82.0,180.0,14.0,245.0,491.0,90.0,61.0,36.0,155.0,231.0,0.0,90.0,89.0,53.0,204.0,90.17634,146.0,124.561226,1020.0,760.0,210.46379,497.0,12.0,32.0,0.0
